lancersTaskId,lancersResultId,lancersNickname,sample,,,,,,,answer25,,,,,,,answer26,,,,,,,answer27,,,,,,,answer28,,,,,,,answer29,,,,,,,answer30,,,,,,,answer31,,,,,,,answer32,,,,,,,answer33,,,,,,,answer34,,,,,,,answer35,,,,,,,answer36,,,,,,,answer37,,,,,,,answer38,,,,,,,answer39,,,,,,,answer40,,,,,,,answer41,,,,,,,answer42,,,,,,,answer43,,,,,,,answer44,,,,,,,answer45,,,,,,,answer46,,,,,,,answer47,,,,,,,answer48,,,,,,,answer49,,,,,,,answer50,,,,,,,answer51,,,,,,end
LTI001017565,LRI008758789,ri_chan,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,Surprise,Fear,,Anger,,,,,,,,,,,Surprise,Fear,,Anger,,,,,,,,,Joy,,,,,,,Joy,,,,,Anger,Sadness,,Disgust,,,,Anger,,,,,,,Anger,,,,Surprise,,,Anger,Sadness,,,,,,,,Joy,,,,,,,Joy,,Surprise,,,,,,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,Anger,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758799,jupiterlaw,Anger,Sadness,,,Surprise,,,,,,Disgust,Surprise,Fear,,,,,,Surprise,Fear,,,,,Disgust,,Fear,,,,,,,Fear,,,,,,Surprise,,,,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,Sadness,,,Surprise,Fear,,Anger,,,Disgust,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,,Disgust,,Fear,,Anger,,,,,,,Anger,,,Disgust,Surprise,Fear,,Anger,Sadness,,,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,,,Surprise,,,,,Joy,,,,,,Sadness,,,Surprise,,,,Sadness,,,,,,,Sadness,,Disgust,Surprise,,,Anger,,,Disgust,
LTI001017565,LRI008758825,kuronatsu,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,,,,Sadness,,Disgust,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,Anger,,,,,,,,,Joy,,,,,,Sadness,,,,,,Anger,,,,,,,,,Joy,,,,,,,,,,,Neutral,,,,Disgust,,,,,,,Disgust,,,,Anger,,,,,,,Anger,Sadness,,Disgust,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758831,HTakaha,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,Surprise,Fear,,,Sadness,,,Surprise,,,,Sadness,,Disgust,Surprise,Fear,,,Sadness,,,Surprise,,,,,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,Anger,,,Disgust,,,,,,Joy,,,,,,,,Disgust,Surprise,Fear,,Anger,,,Disgust,,,,,,Joy,,Surprise,,,,,,,,,Neutral,,Sadness,,Disgust,,,,,,,Disgust,Surprise,,,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,,Surprise,,,,,,,Surprise,,,,,,,Surprise,,,,,Joy,,,,,,,,,Surprise,,,,,Joy,,,,,,,Joy,,Surprise,,,,Sadness,,,,,,,Sadness,,Disgust,Surprise,,,Anger,,,Disgust,
LTI001017565,LRI008758835,cubebox,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,,,,Sadness,,,,,,,Sadness,,Disgust,,,,,Sadness,,,,,,,,,,,,Neutral,,,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,,,Disgust,,Fear,,Anger,,,,,,,,,Joy,,,,,,,,,,,Neutral,,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758836,freewhite,Anger,Sadness,,,Surprise,,,,Sadness,,,Surprise,Fear,,,Sadness,,,,Fear,,Anger,Sadness,,Disgust,,,,,Sadness,,,,,,,,Joy,,Surprise,,,,,Joy,Disgust,,,,,,Joy,,Surprise,,,Anger,,,Disgust,,,,,,Joy,,,,,,Sadness,,,,,,Anger,,,,,,,,,Joy,,,,,,,,,,,Neutral,,,,Disgust,,,,,,,Disgust,,,,Anger,,,,,,,Anger,,,Disgust,Surprise,,,,,Joy,,,,,,,,,Surprise,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,Disgust,
LTI001017565,LRI008758837,lan1374,Anger,Sadness,,,Surprise,,,,,,Disgust,,,,,Sadness,,,,Fear,,,,,Disgust,,,,,,,,,Fear,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,Anger,,,,,,,,,Joy,,,,,,,,,,Fear,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,,Neutral,,,,Disgust,,,,,,,,,,Neutral,Anger,,,Disgust,,,,,,,Disgust,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758839,faimo,Anger,Sadness,,,Surprise,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,Disgust,,,,,,,,,,Neutral,,,,,Surprise,,,,,,Disgust,,,,Anger,,,Disgust,,,,,,,Disgust,,,,,Sadness,,,,,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,Disgust,,,,,,Joy,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,,Disgust,Surprise,,,Anger,,,Disgust,
LTI001017565,LRI008758846,uminomo,Anger,,,Disgust,Surprise,,,,,,Disgust,,,,,,,,Surprise,,,,,,Disgust,,Fear,,,Sadness,,,,,,,,Joy,,Surprise,,,,,Joy,,,Fear,,Anger,,Joy,,Surprise,,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,Fear,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,Fear,,,Sadness,,Disgust,,Fear,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,,,Surprise,,,,,Joy,,,,,,,Joy,,Surprise,,,,Sadness,,,,,,,Sadness,,Disgust,,,,Anger,,,Disgust,
LTI001017565,LRI008759614,bridplace,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,,,,,,,,Fear,,,Sadness,,Disgust,,,,,,,,,Fear,,,,,,,,Neutral,,,,,,,Neutral,Anger,,Joy,,,,,Anger,,,,,,,Anger,,Joy,,,,,,,,,,Fear,,Anger,,,,,,,,,Joy,,,,,,,,,,Fear,,,Sadness,,Disgust,,,,,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,,,,,Fear,,Anger,,,Disgust,
LTI001017565,LRI008759615,pingpong88,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,,,,,Sadness,,Disgust,,Fear,,,Sadness,,,,,,,,,,,,Neutral,,Sadness,,,,,,,,Joy,,,,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,Fear,,Anger,,,,,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,Sadness,,Disgust,,,,Anger,,,Disgust,
